Country (2020),Transactions(down)/Commodity(right),Primary Coal and Peat,Coal and Peat Products,Primary Oil,Oil Products,Natural Gas,Biofuels and Waste,Nuclear,Electricity,Heat,Total Energy,memo: Of which Renewables
Kiribati,Primary production,---,---,---,---,---,*577,---,*18,---,*595,*595
Kiribati,Imports,---,---,---,*1028,---,---,---,---,---,*1028,---
Kiribati,Exports,---,---,---,---,---,---,---,---,---,---,---
Kiribati,International marine bunkers,---,---,---,---,---,---,---,---,---,---,---
Kiribati,International aviation bunkers,---,---,---,*-27,---,---,---,---,---,*-27,---
Kiribati,Stock changes,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Total energy supply,---,---,---,*1001,---,*577,---,*18,---,*1596,*595
Kiribati,Statistical differences,---,---,---,*-4,---,*0,---,*4,---,*-1,*18
Kiribati,Transfers and recycled products,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Transformation,---,---,---,*-301,---,*-11,---,*94,---,*-217,*-11
Kiribati,Electricity  CHP & Heat Plants,---,---,---,*-301,---,---,---,*94,---,*-207,---
Kiribati,Electricity Plants,---,---,---,*-301,---,---,---,*94,---,*-207,---
Kiribati,CHP plants,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Heat plants,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Coke ovens,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Briquetting plants,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Liquefaction plants,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Gas works,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Blast furnaces,---,---,---,---,---,---,---,---,---,---,---
Kiribati,NGL & gas blending,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Oil refineries,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Other transformation,---,---,---,---,---,*-11,---,---,---,*-11,*-11
Kiribati,Energy industries own use,---,---,---,---,---,---,---,*-5,---,*-5,---
Kiribati,Losses,---,---,---,---,---,---,---,*-10,---,*-10,---
Kiribati,Final consumption,---,---,---,*704,---,*566,---,*94,---,*1365,*566
Kiribati,Final Energy Consumption,---,---,---,*700,---,*566,---,*94,---,*1361,*566
Kiribati,Manufacturing  const. and mining,---,---,---,*9,---,---,---,*8,---,*17,---
Kiribati,Iron and steel,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Chemical and petrochemical,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Non-ferrous metals,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Non-metallic minerals,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Transport equipment,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Machinery,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Mining and quarrying,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Food and tobacco,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Paper  pulp and printing,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Wood and wood products,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Textile and leather,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Construction,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Industry n.e.s,---,---,---,*9,---,---,---,*8,---,*17,---
Kiribati,Transport,---,---,---,*448,---,---,---,---,---,*448,---
Kiribati,Road,---,---,---,*353,---,---,---,---,---,*353,---
Kiribati,Rail,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Domestic aviation,---,---,---,*35,---,---,---,---,---,*35,---
Kiribati,Domestic navigation,---,---,---,*60,---,---,---,---,---,*60,---
Kiribati,Pipeline transport,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Transport n.e.s,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Other Consumption,---,---,---,*243,---,*566,---,*86,---,*896,*566
Kiribati,Agriculture  forestry and fishing,---,---,---,*112,---,---,---,---,---,*112,---
Kiribati,Commerce and public services,---,---,---,*31,---,---,---,*46,---,*77,---
Kiribati,Households,---,---,---,*101,---,*566,---,*40,---,*707,*566
Kiribati,Other consumption n.e.s,---,---,---,---,---,---,---,---,---,---,---
Kiribati,Non-energy use,---,---,---,*4,---,---,---,---,---,*4,---